video_id,title_current,upload_date,duration,view_count,like_count,comment_count,has_captions,description_length,thumbnail_url,upload_year,duration_seconds,authority_score,probable_tier,era,type,primary_anchor,secondary_anchor,canonical_status,notes
FbneOhWS86M,"iZLET - Imam [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT3M37S,80,2,0,False,1933,https://i.ytimg.com/vi/FbneOhWS86M/sddefault.jpg,2017,217,45.16,C,,,,,raw,
CIOTzxONSqw,"iZLET - Ne žurim [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT4M28S,231,13,0,False,1957,https://i.ytimg.com/vi/CIOTzxONSqw/sddefault.jpg,2017,268,53.0,C,,,,,raw,
tm5xcd-tEKg,"iZLET - Noćima (Here I Am) [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT5M11S,112,3,0,False,1594,https://i.ytimg.com/vi/tm5xcd-tEKg/sddefault.jpg,2017,311,47.03,C,,,,,raw,
-UapiR1cfhw,"iZLET - Kako da se smijem [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT3M37S,140,2,0,False,1549,https://i.ytimg.com/vi/-UapiR1cfhw/sddefault.jpg,2017,217,45.16,C,,,,,raw,
XXQ-Bdmx7_0,"iZLET - Maša [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT4M24S,151,4,0,False,1291,https://i.ytimg.com/vi/XXQ-Bdmx7_0/sddefault.jpg,2017,264,48.48,C,,,,,raw,
WLSAwgXKFpQ,"iZLET - Topim se i gubim se [album Nikad ne znaš, to je ono..., 2016.]",2017-12-18,PT4M20S,99,1,0,False,1460,https://i.ytimg.com/vi/WLSAwgXKFpQ/maxresdefault.jpg,2017,260,42.52,C,,,,,raw,
3ZGoz2pm8ug,"iZLET - Majčin skut [album Nikad ne znaš, to je ono..., 2016.]",2017-12-18,PT4M43S,219,12,1,False,1365,https://i.ytimg.com/vi/3ZGoz2pm8ug/sddefault.jpg,2017,283,59.02,C,,,,,raw,
HrpRU2tpg2I,"iZLET - Žalo [album Nikad ne znaš, to je ono..., 2016.]",2017-12-18,PT2M40S,195,7,2,False,1441,https://i.ytimg.com/vi/HrpRU2tpg2I/sddefault.jpg,2017,160,61.09,C,,,,,raw,
tlXIQyi9tPk,iZLET - Vlak (Live@Bundek) | Braća Kumerle,2017-12-18,PT3M48S,200,4,0,False,1509,https://i.ytimg.com/vi/tlXIQyi9tPk/maxresdefault.jpg,2017,228,48.48,C,,,,,raw,
570Z7nd9DnM,iZLET - Sadašnji Trenutak | OFFICIAL VIDEO,2017-12-18,PT2M46S,194,5,0,False,1514,https://i.ytimg.com/vi/570Z7nd9DnM/maxresdefault.jpg,2017,166,49.67,C,,,,,raw,
i3kU-6rPVFU,iZLET - Mon Ami Live | Braća Kumerle @ Route 66,2017-12-18,PT5M25S,83,2,1,False,2260,https://i.ytimg.com/vi/i3kU-6rPVFU/maxresdefault.jpg,2017,325,51.18,C,,,,,raw,
4VEgzZOOz0I,iZLET - Himna Veslačkog Kluba Zagreb | Braća Kumerle,2016-12-06,PT2M48S,1576,37,0,False,2047,https://i.ytimg.com/vi/4VEgzZOOz0I/maxresdefault.jpg,2016,168,53.0,C,,,,,raw,
saci9JTd0Kk,iZLET - i Migranti | Završni dio Marjanske Trilogije,2016-08-19,PT4M7S,565,11,3,False,1634,https://i.ytimg.com/vi/saci9JTd0Kk/sddefault.jpg,2016,247,65.04,B,,,,,raw,
vXlovhrX1lI,iZLET - Susjedova vila,2016-08-07,PT4M40S,167,5,3,False,535,https://i.ytimg.com/vi/vXlovhrX1lI/sddefault.jpg,2016,280,61.71,C,,,,,raw,
OXbbZ3siV2o,iZLET - Ćelavi škembići,2016-08-04,PT3M7S,268,10,2,False,535,https://i.ytimg.com/vi/OXbbZ3siV2o/sddefault.jpg,2016,187,62.54,C,,,,,raw,
kreXyG3eH7o,"iZLET - Ne žurim (live @ ČUF 2014, Čačinci)",2014-08-26,PT3M27S,188,5,2,False,522,https://i.ytimg.com/vi/kreXyG3eH7o/sddefault.jpg,2014,207,59.21,C,,,,,raw,
sXMkh_JFJbk,"iZLET - Urota duhova (live @ Route 66, Zagreb)",2014-03-24,PT6M4S,548,7,4,False,1180,https://i.ytimg.com/vi/sXMkh_JFJbk/sddefault.jpg,2014,364,65.53,B,,,,,raw,
aOqcm-aABF8,Ježeva molitva | učite s nama kroz priču (Sonja Tomić),2013-07-27,PT5M30S,1473,10,0,False,2515,https://i.ytimg.com/vi/aOqcm-aABF8/sddefault.jpg,2013,330,53.0,C,,,,,raw,
cX1TgmIcM1M,iZLET - Oo da sa krilima | OFFICIAL VIDEO,2013-01-26,PT3M14S,694,7,4,False,2059,https://i.ytimg.com/vi/cX1TgmIcM1M/sddefault.jpg,2013,194,65.53,B,,,,,raw,
etL9H3v1zjA,Pink Floyd - On the turning away (braća Kumerle cover),2012-12-11,PT5M29S,955,15,6,False,777,https://i.ytimg.com/vi/etL9H3v1zjA/sddefault.jpg,2012,329,69.9,A,,,,,raw,
YRZ9NpV6LMs,iZLET - Ljeto Ide Majko | OFFICIAL VIDEO,2012-09-12,PT2M59S,1731,16,4,False,1114,https://i.ytimg.com/vi/YRZ9NpV6LMs/sddefault.jpg,2012,179,66.98,B,,,,,raw,
1NBy512CpaM,iZLET - Roadrunner | OFFICIAL VIDEO,2012-07-11,PT2M28S,492,4,0,False,1211,https://i.ytimg.com/vi/1NBy512CpaM/sddefault.jpg,2012,148,48.48,C,,,,,raw,
_caCQpzyALk,iZLET - Princeza Tea | OFFICIAL VIDEO,2012-06-28,PT4M19S,1016,5,3,False,1113,https://i.ytimg.com/vi/_caCQpzyALk/sddefault.jpg,2012,259,61.71,C,,,,,raw,
3ti5apKeDEg,iZLET - Roadrunner | feat. Grgo Savić,2012-06-18,PT2M29S,168,3,1,False,2191,https://i.ytimg.com/vi/3ti5apKeDEg/maxresdefault.jpg,2012,149,53.05,C,,,,,raw,
9lDdkKGzAwI,iZLET - Ljeto Ide Majko | feat. Damir Dinjar,2012-06-18,PT2M38S,529,4,0,False,2404,https://i.ytimg.com/vi/9lDdkKGzAwI/maxresdefault.jpg,2012,158,48.48,C,,,,,raw,
FYYSZX601uw,iZLET feat. Ante Cash - Nemam Ni Jednog Prijatelja Policajca,2012-06-18,PT2M,538,10,4,False,2202,https://i.ytimg.com/vi/FYYSZX601uw/maxresdefault.jpg,2012,120,66.98,B,,,,,raw,
LPsDeZYTXxs,iZLET - Ludi Gadovi | feat. Grgo Savić & Nikša Eršek,2012-06-18,PT4M3S,384,3,0,False,1871,https://i.ytimg.com/vi/LPsDeZYTXxs/maxresdefault.jpg,2012,243,47.03,C,,,,,raw,
SP_Nka-LYwE,iZLET feat. 3 Gosta - Zetovac | Satirična Oda ZET Radniku,2012-06-18,PT3M3S,460,5,2,False,2483,https://i.ytimg.com/vi/SP_Nka-LYwE/maxresdefault.jpg,2012,183,59.21,C,,,,,raw,
cRsWjRp07u4,iZLET - Princeza Tea | feat. Dvorska Luda,2012-06-18,PT4M16S,287,4,3,False,2217,https://i.ytimg.com/vi/cRsWjRp07u4/maxresdefault.jpg,2012,256,60.53,C,,,,,raw,
j_oPnn2_iUI,iZLET - Možda Su U Šumi |  feat. Grgo Savić,2012-06-18,PT4M23S,1382,10,1,False,2458,https://i.ytimg.com/vi/j_oPnn2_iUI/maxresdefault.jpg,2012,263,59.02,C,,,,,raw,
RKxeAaIqHMI,iZLET - Vlak Live iz Tvornice 2012 | Otvaranje Albuma Leteći Majmuni 🚂,2012-06-18,PT1M45S,1603,11,5,False,1595,https://i.ytimg.com/vi/RKxeAaIqHMI/maxresdefault.jpg,2012,105,68.56,A,,,,,raw,
IURMl2MYTJQ,iZLET - Svemir Live 2008 | Nostalgični Koncert iz Starog Tavana 🎸,2012-06-09,PT3M1S,623,10,5,False,1752,https://i.ytimg.com/vi/IURMl2MYTJQ/maxresdefault.jpg,2012,181,68.56,A,,,,,raw,
WryChY9304U,iZLET - Zetovac | OFFICIAL VIDEO,2012-01-28,PT3M3S,1567,7,1,False,481,https://i.ytimg.com/vi/WryChY9304U/sddefault.jpg,2012,183,57.57,C,,,,,raw,
hhLKTaqshvE,iZLET - Spasi me | OFFICIAL VIDEO,2011-12-28,PT3M36S,470,6,2,False,421,https://i.ytimg.com/vi/hhLKTaqshvE/sddefault.jpg,2011,216,67.22,A,,,,,raw,
QQ6xhW2Z1J0,So Sweet - VISKI STRIP ft. Toni Kumerle | Zagreb Punk Rock Anthem,2011-02-20,PT2M26S,1077,9,0,False,1238,https://i.ytimg.com/vi/QQ6xhW2Z1J0/maxresdefault.jpg,2011,146,60.0,C,,,,,raw,
HMMNfD9h_Bo,Pernastica - Ljetna Rock Balada s Jadrana | iZLET Braća Kumerle (Official Video),2010-11-27,PT3M32S,3353,34,3,False,1797,https://i.ytimg.com/vi/HMMNfD9h_Bo/maxresdefault.jpg,2010,212,72.04,A,,,,,raw,
Ri0cJPe72uc,Ljeto u Maximiru - Zagrebačka Ljetna Rock Himna | iZLET Braća Kumerle (Official Video),2010-09-13,PT3M7S,1788,12,2,False,1660,https://i.ytimg.com/vi/Ri0cJPe72uc/maxresdefault.jpg,2010,187,69.54,A,,,,,raw,
hviyXdTsKLM,Žalo - Hrvatska Rock Balada o Moru i Slobodi | iZLET Braća Kumerle (Official Video),2010-09-02,PT2M28S,1525,10,3,False,1552,https://i.ytimg.com/vi/hviyXdTsKLM/maxresdefault.jpg,2010,148,72.04,A,,,,,raw,
Kh6tcDe0Zug,iZLET - Ti si čudesna | OFFICIAL VIDEO,2009-05-25,PT3M28S,5061,48,11,False,2062,https://i.ytimg.com/vi/Kh6tcDe0Zug/maxresdefault.jpg,2009,208,80,A,,,,,raw,
